'Mount Emei' in China is one of the Four Sacred Buddhist Mountains.,B-Mountain I-Mountain O O O O O O O O O O
The 'Munro Mountains' in Scotland are known for their challenging peaks.,O B-Mountain I-Mountain O O O O O O O O
'Mount Jefferson' in Oregon is a stratovolcano in the Cascade Range.,B-Mountain I-Mountain O O O O O O O O O
The 'Saint Elias Mountains' in Alaska and Canada are home to immense glaciers.,O B-Mountain O I-Mountain O O O O O O O O O
'Mount Maunganui' in New Zealand is a popular coastal landmark.,B-Mountain I-Mountain O O O O O O O O
"The 'Tien Shan Mountains' in Central Asia span multiple countries, including Kyrgyzstan and Kazakhstan.",O B-Mountain O I-Mountain O O O O O O O O O O
'Mount Mitchell' in North Carolina is the highest peak in the Appalachian Mountains.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Troodos Mountains' in Cyprus are rich in cultural heritage and ancient monasteries.,O B-Mountain I-Mountain O O O O O O O O O O
'Mount Charleston' in Nevada is a popular escape from the desert heat of Las Vegas.,B-Mountain I-Mountain O O O O O O O O O O O O O
The 'Green Mountains' in Vermont are characterized by lush forests and scenic landscapes.,O B-Mountain I-Mountain O O O O O O O O O O
'Mount Tom' in Massachusetts offers panoramic views of the Connecticut River Valley.,B-Mountain I-Mountain O O O O O O O O O O
The 'Chugach Mountains' in Alaska are known for their stunning coastal scenery.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Hood' in Oregon is a popular destination for skiing and snowboarding.,B-Mountain I-Mountain O O O O O O O O O O
The 'Elkhorn Mountains' in Montana are a haven for wildlife enthusiasts.,O B-Mountain I-Mountain O O O O O O O O
'Mount Dhaulagiri' in Nepal is the seventh-highest mountain in the world.,B-Mountain I-Mountain O O O O O O O O O
The 'Glasshouse Mountains' in Australia are volcanic peaks with unique shapes.,O B-Mountain I-Mountain O O O O O O O O
'Mount Constance' in Washington's Olympic Range is a prominent peak.,B-Mountain I-Mountain O O O O O O O O
The 'Zagros Mountains' in Iran are known for their rich cultural history.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Washington' in New Hampshire holds the world record for the highest wind speed observed.,B-Mountain I-Mountain O O O O O O O O O O O O O
The 'Purcell Mountains' in British Columbia are a wilderness paradise for outdoor enthusiasts.,O B-Mountain I-Mountain O O O O O O O O O O
'Mount Kosciuszko' in Australia is part of the Snowy Mountains.,B-Mountain I-Mountain O O O O O O O O
The 'Swiss Jura' Mountains offer rolling hills and limestone formations.,O B-Mountain I-Mountain O O O O O O O
'Mount Haystack' in New York's Adirondacks is a challenging peak for hikers.,B-Mountain I-Mountain O O O O O O O O O O
The 'Pioneer Mountains' in Idaho are known for their rugged terrain and alpine lakes.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Hayes' in Alaska is part of the Alaska Range and offers stunning views.,B-Mountain I-Mountain O O O O O O O O O O O O
The 'Mackenzie Mountains' in Canada are a remote and untouched wilderness.,O B-Mountain I-Mountain O O O O O O O O
'Mount Jade' in Taiwan is the highest peak in East Asia.,B-Mountain I-Mountain O O O O O O O O O
The 'Taebaek Mountains' in South Korea are famous for their winter sports resorts.,O B-Mountain I-Mountain O O O O O O O O O O
'Mount Ossa' in Tasmania is the highest peak in Australia's island state.,B-Mountain I-Mountain O O O O O O O O O O
The 'Huangshan Mountains' in China are known for their surreal granite peaks.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Saint John' in Canada is part of the Cariboo Mountains.,B-Mountain O I-Mountain O O O O O O O O
The 'Western Ghats' in India are a UNESCO World Heritage Site rich in biodiversity.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Pulag' in the Philippines is known for its sea of clouds.,B-Mountain I-Mountain O O O O O O O O O O
The 'Bighorn Mountains' in Wyoming and Montana are a haven for wildlife.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Olympos' in Turkey is a legendary peak in Greek mythology.,B-Mountain I-Mountain O O O O O O O O O
The 'Karakoram Range' in Pakistan includes the famous mountain K2.,O B-Mountain I-Mountain O O O O O O O
'Mount Ngauruhoe' in New Zealand is an active stratovolcano and part of the Tongariro Alpine Crossing.,B-Mountain I-Mountain O O O O O O O O O O O O O O
The 'Appalachian Mountains' in the eastern United States are one of the oldest mountain ranges.,O B-Mountain I-Mountain O O O O O O O O O O O O
'Mount Magalloway' in New Hampshire offers panoramic views of the surrounding lakes and forests.,B-Mountain I-Mountain O O O O O O O O O O O O
The 'Harney Peak' in South Dakota is the highest point in the Black Hills.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Robson' in Canada's Rocky Mountains is known for its stunning Berg Lake.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Cerros de Amotape' in Peru are a coastal mountain range with unique biodiversity.,O B-Mountain O I-Mountain O O O O O O O O O O
'Mount Index' in Washington state is a striking peak in the Cascade Range.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Allegheny Mountains' in the eastern United States are part of the Appalachian Range.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Namuli' in Mozambique is the second-highest mountain in the country.,B-Mountain I-Mountain O O O O O O O O O
The 'Piedmont Mountains' in Georgia are known for their rolling hills and historic sites.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Robson' in Canada's Jasper National Park is a UNESCO World Heritage Site.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Columbia Mountains' in Canada are known for their glacier-covered peaks.,O B-Mountain I-Mountain O O O O O O O O
'Mount Si' in Washington state is a popular hiking destination near Seattle.,B-Mountain I-Mountain O O O O O O O O O O
The 'San Juan Mountains' in Colorado are known for their colorful wildflowers.,O B-Mountain O I-Mountain O O O O O O O O
'Mount Moroto' in Uganda is part of the East African Rift System.,B-Mountain I-Mountain O O O O O O O O O O
The 'Allegheny Front' in Pennsylvania offers stunning views of the Appalachian Plateau.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Cargill' in New Zealand provides panoramic views of Dunedin and Otago.,B-Mountain I-Mountain O O O O O O O O O O
The 'Bitterroot Mountains' in Montana and Idaho are part of the Rocky Mountains.,O B-Mountain I-Mountain O O O O O O O O O O
'Mount Whitney' in California is the highest peak in the contiguous United States.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Kiso Mountains' in Japan are known for their scenic beauty and historic trails.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Rundle' in Canada's Banff National Park is a striking landmark.,B-Mountain I-Mountain O O O O O O O O O
The 'Blackcomb Mountain' in Canada is a popular ski resort near Whistler.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Merapi' in Indonesia is one of the world's most active volcanoes.,B-Mountain I-Mountain O O O O O O O O O O
The 'White Tank Mountains' in Arizona offer a rugged desert landscape.,O B-Mountain O I-Mountain O O O O O O O
'Mount Norikura' in Japan is the third-highest mountain in the country.,B-Mountain I-Mountain O O O O O O O O O
The 'Front Range' in Colorado includes iconic peaks like Longs Peak and Pikes Peak.,O B-Mountain I-Mountain O O O O O O O O O O O
'Mount Hermon' in the Middle East is a prominent peak with cultural significance.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Gros Morne' Mountains in Canada's Newfoundland offer stunning coastal views.,O B-Mountain I-Mountain O O O O O O O O
'Mount Tamalpais' in California is a popular destination for hikers and cyclists.,B-Mountain I-Mountain O O O O O O O O O O
The 'Sikhote-Alin Mountains' in Russia are known for their diverse wildlife.,O B-Mountain I-Mountain O O O O O O O O
'Mount Sir Donald' in Canada's Selkirk Range is a challenging peak for mountaineers.,B-Mountain O I-Mountain O O O O O O O O O O
The 'Serra do Mar' Mountains in Brazil are known for their lush rainforests.,O B-Mountain O I-Mountain O O O O O O O O O
'Mount Apoi' in Japan is the highest peak on the island of Hokkaido.,B-Mountain I-Mountain O O O O O O O O O O O
The 'Eagle Cap Wilderness' in Oregon's Wallowa Mountains is a pristine alpine area.,O B-Mountain O I-Mountain O O O O O O O O O
'Mount Torbreck' in Australia is part of the Victorian Alps.,B-Mountain I-Mountain O O O O O O O O
The 'Kaweah Peaks' in California's Sierra Nevada are a stunning alpine feature.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Desor' on Isle Royale in Lake Superior is the highest point in Michigan.,B-Mountain I-Mountain O O O O O O O O O O O O
The 'Gran Paradiso' in Italy's Graian Alps is the country's highest peak entirely within its borders.,O B-Mountain I-Mountain O O O O O O O O O O O O O
'Mount Jaya' in Indonesia is the highest peak in Oceania.,B-Mountain I-Mountain O O O O O O O O
The 'Franklin Mountains' in Texas and New Mexico offer rugged desert landscapes.,O B-Mountain I-Mountain O O O O O O O O O
'Mount Veniaminof' in Alaska is an active stratovolcano in the Aleutian Range.,B-Mountain I-Mountain O O O O O O O O O O
The 'Yatsugatake Mountains' in Japan are known for their picturesque volcanic peaks.,O B-Mountain I-Mountain O O O O O O O O O
